symbol,timestamp,open,high,low,close,volume
QQQ,2025-10-13 05:15:00,600.52,600.94,600.4,600.44,118073.0
QQQ,2025-10-13 05:30:00,600.44,600.51,600.04,600.13,107103.0
QQQ,2025-10-13 05:45:00,600.14,600.47,599.9,600.15,128944.0
QQQ,2025-10-13 06:00:00,600.13,600.57,599.98,600.43,151809.0
QQQ,2025-10-13 06:15:00,600.42,600.47,599.68,600.44,194711.0
QQQ,2025-10-13 06:30:00,600.42,600.87,599.95,600.04,162075.0
QQQ,2025-10-13 06:45:00,600.02,600.36,599.7,600.24,168501.0
QQQ,2025-10-13 07:00:00,600.24,600.63,597.42,598.63,697544.0
QQQ,2025-10-13 07:15:00,598.57,599.08,597.99,598.15,208165.0
QQQ,2025-10-13 07:30:00,598.17,599.01,597.46,598.89,264810.0
QQQ,2025-10-13 07:45:00,598.87,599.39,598.57,598.99,267251.0
QQQ,2025-10-13 08:00:00,594.82,602.47,594.82,599.37,839719.0
QQQ,2025-10-13 08:15:00,599.36,599.75,589.5,599.4,390621.0
QQQ,2025-10-13 08:30:00,599.39,611.52,599.34,599.58,326530.0
QQQ,2025-10-13 08:45:00,599.58,599.769,589.5,598.7602,605483.0
QQQ,2025-10-13 09:00:00,598.74,601.22,598.73,600.28,1192577.0
QQQ,2025-10-13 09:15:00,600.3,600.82,599.62,599.7,694178.0
